balance,housing,duration,campaign,previous,response,job,contacted_cellphone,was_p_contacted,salary_bin,day_bin,age_bin,edu_num
800.0,1,60.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
179.0,0,240.0,6.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
36.0,0,120.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
64.0,1,600.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
248.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
226.0,1,300.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,1
481.0,1,60.0,3.0,0,0,management,0,0,80k-100k,9 to 17,48 to 63 years,3
-160.0,1,120.0,6.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
0.0,0,240.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
992.0,1,240.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
706.0,1,60.0,2.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
1130.0,0,60.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,2
0.0,1,120.0,3.0,0,0,blue-collar,0,0,<=20k,9 to 17,48 to 63 years,1
450.0,0,60.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
1749.0,0,657.0,6.0,0,0,self-employed,1,0,20k-60k,9 to 17,33 to 48 years,2
393.0,0,300.0,2.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,2
-336.0,1,120.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
142.0,0,300.0,5.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,3
1266.0,1,60.0,2.0,0,0,housemaid,1,0,<=20k,9 to 17,33 to 48 years,1
0.0,0,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
876.0,1,180.0,3.0,0,0,management,0,0,80k-100k,9 to 17,48 to 63 years,3
-559.0,1,180.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
2436.0,0,657.0,3.0,0,1,entrepreneur,1,0,100k+,9 to 17,33 to 48 years,2
581.0,1,180.0,2.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,3
-230.0,1,300.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
6.0,1,120.0,2.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,2
1821.0,0,120.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,1
30.0,1,300.0,2.0,0,0,housemaid,1,0,<=20k,9 to 17,48 to 63 years,1
2262.0,0,0.0,6.0,0,0,entrepreneur,0,0,100k+,9 to 17,33 to 48 years,3
476.0,0,120.0,6.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
635.0,0,180.0,2.0,0,0,self-employed,1,0,20k-60k,9 to 17,18 to 33 years,2
-391.0,0,120.0,3.0,0,0,services,1,0,60k-80k,9 to 17,48 to 63 years,2
184.0,1,180.0,3.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,3
287.0,1,60.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
0.0,0,360.0,3.0,0,0,retired,0,0,20k-60k,9 to 17,48 to 63 years,3
7.0,1,180.0,4.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,2
34.0,1,60.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,2
-416.0,1,60.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
2273.0,0,180.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,1
62.0,0,420.0,3.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,2
101.0,0,540.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
390.0,1,240.0,2.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
3444.5,0,420.0,3.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,3
0.0,1,240.0,2.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
0.0,0,657.0,3.0,0,1,management,1,0,80k-100k,9 to 17,33 to 48 years,3
210.0,0,120.0,3.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,3
922.0,0,120.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
1916.0,0,240.0,3.0,0,0,entrepreneur,0,0,100k+,9 to 17,48 to 63 years,2
-238.0,0,120.0,4.0,0,0,housemaid,1,0,<=20k,9 to 17,18 to 33 years,1
75.0,1,120.0,3.0,0,0,entrepreneur,1,0,100k+,9 to 17,18 to 33 years,3
344.0,0,0.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
1140.0,1,60.0,2.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
91.0,0,0.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
67.0,0,240.0,2.0,0,0,retired,0,0,20k-60k,9 to 17,33 to 48 years,2
308.0,1,120.0,5.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
-230.0,1,180.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,1
0.0,1,60.0,2.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
2291.0,0,120.0,3.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,2
1344.0,1,60.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,3
327.0,1,60.0,6.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
313.0,1,600.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
1416.0,1,240.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,3
21.0,0,60.0,3.0,0,0,management,0,0,80k-100k,9 to 17,48 to 63 years,1
47.0,1,180.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,3
272.0,1,0.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
733.0,0,120.0,6.0,0,0,entrepreneur,0,0,100k+,9 to 17,33 to 48 years,3
1622.0,1,0.0,6.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
1987.0,0,180.0,3.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,2
-169.0,0,300.0,3.0,0,0,admin.,0,0,20k-60k,9 to 17,18 to 33 years,2
223.0,1,120.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
577.0,0,60.0,2.0,0,0,housemaid,1,0,<=20k,9 to 17,33 to 48 years,1
396.0,1,0.0,2.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
596.0,1,360.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
2919.0,1,60.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
0.0,1,300.0,3.0,0,0,blue-collar,0,0,<=20k,9 to 17,18 to 33 years,2
-331.0,1,180.0,4.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
1580.0,1,60.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,1
-24.0,0,300.0,3.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,1
976.0,1,657.0,3.0,0,1,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
171.0,0,657.0,6.0,0,0,services,1,0,60k-80k,9 to 17,48 to 63 years,2
240.0,1,60.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,3
41.0,0,360.0,3.0,0,0,entrepreneur,1,0,100k+,9 to 17,33 to 48 years,3
2353.0,1,300.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
0.0,0,180.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,48 to 63 years,2
104.0,1,60.0,2.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
-291.0,1,120.0,2.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,3
280.0,1,120.0,3.0,0,0,services,0,0,60k-80k,9 to 17,48 to 63 years,2
-14.0,0,240.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
3113.0,0,300.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,1
146.0,1,657.0,2.0,0,1,entrepreneur,1,0,100k+,9 to 17,33 to 48 years,3
-123.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
784.0,1,120.0,4.0,0,0,services,1,0,60k-80k,9 to 17,48 to 63 years,1
-369.0,0,60.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
1491.0,0,60.0,3.0,0,0,housemaid,0,0,<=20k,9 to 17,33 to 48 years,1
45.0,1,60.0,4.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,1
783.0,1,120.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
0.0,0,120.0,2.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
-76.0,1,120.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,1
417.0,1,180.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
855.0,0,600.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
3444.5,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
248.0,0,240.0,3.0,0,0,self-employed,1,0,20k-60k,9 to 17,48 to 63 years,2
2.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,3
85.0,0,120.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
1539.0,1,180.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
327.0,0,120.0,2.0,0,0,self-employed,1,0,20k-60k,9 to 17,48 to 63 years,3
0.0,1,657.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,1
627.0,1,120.0,2.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
0.0,1,657.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
156.0,0,657.0,3.0,0,1,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
3016.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
145.0,0,300.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
808.0,0,360.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,48 to 63 years,2
144.0,1,120.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
831.0,1,420.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
0.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
261.0,0,180.0,2.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
639.0,0,240.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
107.0,0,60.0,2.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,2
85.0,1,60.0,2.0,0,0,housemaid,1,0,<=20k,9 to 17,18 to 33 years,2
0.0,1,120.0,2.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,2
408.0,0,540.0,6.0,0,0,unemployed,1,0,<=20k,9 to 17,33 to 48 years,3
-102.0,1,300.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
189.0,1,657.0,4.0,0,1,admin.,1,0,20k-60k,9 to 17,33 to 48 years,3
280.0,0,360.0,5.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
50.0,1,360.0,3.0,0,0,self-employed,1,0,20k-60k,9 to 17,48 to 63 years,3
0.0,0,180.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
0.0,0,60.0,4.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,3
0.0,1,60.0,2.0,0,0,entrepreneur,1,0,100k+,9 to 17,33 to 48 years,3
-191.0,0,60.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
1276.0,1,60.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,1
86.0,1,360.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
0.0,0,240.0,2.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
-1.0,0,120.0,2.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
31.0,1,120.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
0.0,0,60.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
332.0,0,420.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
279.0,0,180.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
-441.0,1,180.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,1
1780.0,0,360.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
24.0,0,360.0,2.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,2
0.0,0,60.0,2.0,0,0,technician,0,0,20k-60k,9 to 17,33 to 48 years,2
778.0,0,600.0,2.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
522.0,0,60.0,3.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,2
308.0,1,240.0,3.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,1
1068.0,1,180.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
1328.0,1,180.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
-110.0,0,420.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
163.0,1,657.0,2.0,0,1,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
1196.0,1,60.0,6.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
0.0,0,420.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
2231.0,1,240.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,2
0.0,1,120.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
118.0,0,420.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,3
34.0,1,360.0,3.0,0,0,housemaid,1,0,<=20k,9 to 17,33 to 48 years,1
908.0,1,180.0,2.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,1
0.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
160.0,0,120.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
0.0,0,60.0,6.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
-1951.5,1,300.0,6.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
533.0,1,240.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,3
97.0,1,120.0,6.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
0.0,1,300.0,3.0,0,0,housemaid,1,0,<=20k,9 to 17,33 to 48 years,1
0.0,0,360.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
351.0,0,300.0,6.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,1
764.0,1,540.0,5.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
541.0,1,480.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,48 to 63 years,2
2406.0,1,180.0,5.0,0,0,technician,0,0,20k-60k,9 to 17,48 to 63 years,2
615.0,0,60.0,4.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
350.0,1,60.0,6.0,0,0,admin.,0,0,20k-60k,9 to 17,33 to 48 years,2
0.0,1,180.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
409.0,0,600.0,2.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
-76.0,0,657.0,2.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,2
-162.0,1,60.0,6.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,2
-287.0,1,240.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
242.0,0,657.0,4.0,0,1,services,1,0,60k-80k,9 to 17,48 to 63 years,2
305.0,1,60.0,3.0,0,0,management,0,0,80k-100k,9 to 17,48 to 63 years,3
1875.0,1,120.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
204.0,0,420.0,6.0,0,0,entrepreneur,1,0,100k+,9 to 17,48 to 63 years,2
0.0,1,180.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,48 to 63 years,1
153.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,3
1173.0,1,420.0,3.0,0,1,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
1987.0,0,180.0,4.0,0,0,retired,0,0,20k-60k,9 to 17,48 to 63 years,1
418.0,0,120.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,3
2.0,1,120.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
742.0,1,300.0,4.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
-305.0,1,0.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
0.0,1,120.0,4.0,0,0,technician,0,0,20k-60k,9 to 17,33 to 48 years,2
0.0,0,300.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
3444.5,1,240.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
3444.5,1,540.0,4.0,0,0,housemaid,1,0,<=20k,9 to 17,33 to 48 years,1
-90.0,0,657.0,3.0,0,0,management,0,0,80k-100k,9 to 17,33 to 48 years,1
-249.0,1,120.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
-406.0,0,120.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
1580.0,1,600.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,1
498.0,1,120.0,4.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
142.0,0,420.0,4.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
3444.5,0,360.0,4.0,0,0,entrepreneur,1,0,100k+,9 to 17,33 to 48 years,3
51.0,0,120.0,3.0,0,0,management,0,0,80k-100k,9 to 17,33 to 48 years,1
0.0,1,180.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
0.0,1,300.0,4.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
0.0,0,120.0,6.0,0,0,blue-collar,0,0,<=20k,9 to 17,48 to 63 years,1
223.0,1,0.0,3.0,0,0,blue-collar,0,0,<=20k,9 to 17,33 to 48 years,1
23.0,0,60.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
-621.0,0,540.0,3.0,0,0,housemaid,1,0,<=20k,9 to 17,33 to 48 years,2
211.0,1,0.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
184.0,0,0.0,3.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,2
-128.0,0,657.0,3.0,0,0,blue-collar,0,0,<=20k,9 to 17,33 to 48 years,2
204.0,0,180.0,5.0,0,0,technician,0,0,20k-60k,9 to 17,48 to 63 years,2
0.0,1,657.0,6.0,0,1,technician,1,0,20k-60k,9 to 17,33 to 48 years,3
263.0,1,60.0,6.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,3
274.0,0,300.0,4.0,0,0,self-employed,1,0,20k-60k,9 to 17,33 to 48 years,2
1114.0,1,240.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
40.0,1,60.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,3
-194.0,1,120.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
0.0,1,60.0,4.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
0.0,0,180.0,4.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
79.0,1,180.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
241.0,1,120.0,3.0,0,0,housemaid,0,0,<=20k,9 to 17,33 to 48 years,1
428.0,0,120.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,18 to 33 years,2
-295.0,0,300.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
1.0,1,60.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
638.0,0,300.0,6.0,0,0,entrepreneur,1,0,100k+,9 to 17,18 to 33 years,2
-870.0,1,180.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
284.0,0,240.0,4.0,0,0,blue-collar,0,0,<=20k,9 to 17,48 to 63 years,1
2312.0,1,60.0,3.0,0,0,blue-collar,0,0,<=20k,9 to 17,18 to 33 years,2
58.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
819.0,1,60.0,6.0,0,0,services,0,0,60k-80k,9 to 17,33 to 48 years,2
530.0,1,420.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,1
1537.0,0,360.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,3
339.0,0,120.0,4.0,0,0,blue-collar,0,0,<=20k,9 to 17,33 to 48 years,2
0.0,1,540.0,2.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
0.0,0,180.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,2
514.0,0,300.0,3.0,0,0,blue-collar,0,0,<=20k,9 to 17,33 to 48 years,2
-349.0,0,0.0,6.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
1.0,1,0.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,18 to 33 years,2
25.0,0,120.0,3.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
0.0,1,60.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
1631.0,1,360.0,3.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,3
928.0,0,600.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,2
-353.0,1,120.0,4.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
37.0,0,300.0,2.0,0,0,housemaid,1,0,<=20k,9 to 17,48 to 63 years,1
137.0,1,120.0,3.0,0,0,entrepreneur,1,0,100k+,9 to 17,18 to 33 years,2
324.0,1,480.0,3.0,0,0,entrepreneur,1,0,100k+,9 to 17,33 to 48 years,2
296.0,0,657.0,3.0,0,1,management,1,0,80k-100k,9 to 17,48 to 63 years,3
13.0,0,0.0,3.0,0,0,management,1,0,80k-100k,9 to 17,18 to 33 years,3
382.0,0,0.0,3.0,0,0,housemaid,1,0,<=20k,9 to 17,48 to 63 years,1
0.0,1,120.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
758.0,1,120.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
0.0,1,120.0,3.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,3
370.0,1,60.0,2.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
926.0,1,120.0,2.0,0,0,entrepreneur,1,0,100k+,9 to 17,18 to 33 years,2
79.0,0,60.0,2.0,0,0,retired,1,0,20k-60k,9 to 17,33 to 48 years,2
0.0,0,120.0,4.0,0,0,unemployed,1,0,<=20k,9 to 17,18 to 33 years,1
-145.0,1,180.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
30.0,0,420.0,2.0,0,0,technician,1,0,20k-60k,9 to 17,48 to 63 years,2
1121.0,1,240.0,2.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,2
1076.0,0,300.0,3.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,2
254.0,1,60.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
1930.0,1,60.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
0.0,0,120.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,1
437.0,1,180.0,2.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,2
0.0,0,60.0,3.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,2
286.0,1,120.0,3.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
0.0,1,0.0,4.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
1005.0,1,240.0,3.0,0,0,services,1,0,60k-80k,9 to 17,33 to 48 years,2
-84.0,0,60.0,4.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
-36.0,0,180.0,4.0,0,0,entrepreneur,1,0,100k+,9 to 17,48 to 63 years,2
860.0,1,120.0,5.0,0,0,entrepreneur,1,0,100k+,9 to 17,33 to 48 years,2
3444.5,1,120.0,4.0,0,0,entrepreneur,1,0,100k+,9 to 17,33 to 48 years,3
3444.5,1,60.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,2
425.0,0,360.0,3.0,0,0,management,1,0,80k-100k,9 to 17,48 to 63 years,2
390.0,1,600.0,3.0,0,0,housemaid,1,0,<=20k,9 to 17,33 to 48 years,2
223.0,1,180.0,3.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,2
402.0,1,360.0,2.0,0,0,blue-collar,1,0,<=20k,9 to 17,33 to 48 years,3
0.0,0,240.0,4.0,0,0,housemaid,0,0,<=20k,9 to 17,33 to 48 years,1
76.0,1,180.0,6.0,0,0,retired,1,0,20k-60k,9 to 17,48 to 63 years,2
557.0,1,60.0,4.0,0,0,technician,1,0,20k-60k,9 to 17,33 to 48 years,3
-731.0,1,360.0,4.0,0,0,blue-collar,1,0,<=20k,9 to 17,48 to 63 years,2
100.0,1,60.0,4.0,0,0,admin.,1,0,20k-60k,9 to 17,33 to 48 years,2
-90.0,0,0.0,5.0,0,0,retired,0,0,20k-60k,9 to 17,48 to 63 years,1
24.0,0,240.0,5.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
468.0,1,240.0,2.0,0,0,entrepreneur,0,0,100k+,9 to 17,33 to 48 years,3
0.0,0,60.0,3.0,0,0,self-employed,1,0,20k-60k,9 to 17,33 to 48 years,3
4.0,1,60.0,2.0,0,0,management,1,0,80k-100k,9 to 17,33 to 48 years,3
0.0,0,480.0,3.0,0,1,admin.,0,0,20k-60k,9 to 17,33 to 48 years,2
155.0,0,60.0,3.0,0,0,blue-collar,1,0,<=20k,9 to 17,18 to 33 years,2
333.0,0,657.0,2.0,0,1,services,1,0,60k-80k,9 to 17,18 to 33 years,2
392.0,1,657.0,4.0,0,0,services,1,0,60k-80k,9 to 17,18 to 33 years,3
105.0,0,60.0,2.0,0,0,admin.,0,0,20k-60k,9 to 17,48 to 63 years,2
0.0,1,300.0,3.0,0,0,housemaid,1,0,<=20k,9 to 17,18 to 33 years,1
